Date,Branch,Product,Size,Quantity Sold,Price,Total Sales
2024-06-03,Waffly,Choco-berry,Large,77,39,3003
2024-06-03,Waffly,Choco-caramel,Large,64,39,2496
2024-06-03,Waffly,Berry-caramel,Large,82,39,3198
2024-06-03,WaterStation,Gallon Round,New,35,150,5250
2024-06-03,WaterStation,Gallon Round,Refill,20,20,400
2024-06-03,WaterStation,Gallon Slim,New,97,150,14550
2024-06-03,WaterStation,Gallon Slim,Refill,87,20,1740
2024-06-03,WaterStation,350ml,New,20,150,3000
2024-06-03,WaterStation,500ml,New,56,150,8400
2024-06-04,Kkopi,Coffee,Solo,58,39,2262
2024-06-04,Kkopi,Milktea,Jumbo,95,49,4655
2024-06-04,Kkopi,Fruit Tea,Jumbo,50,49,2450
2024-06-04,Waffly,Chocolate,Regular,9,29,261
2024-06-04,Waffly,Strawberry,Regular,45,29,1305
2024-06-04,Waffly,Caramel,Regular,73,29,2117
2024-06-04,Waffly,Choco-berry,Regular,85,29,2465
2024-06-04,Waffly,Choco-caramel,Regular,63,29,1827
2024-06-04,Waffly,Berry-caramel,Regular,95,29,2755
2024-06-04,Waffly,Chocolate,Large,55,39,2145
2024-06-04,Waffly,Strawberry,Large,54,39,2106
2024-06-04,Waffly,Caramel,Large,42,39,1638
2024-06-04,Waffly,Choco-berry,Large,75,39,2925
2024-06-04,Waffly,Choco-caramel,Large,11,39,429
2024-06-04,Waffly,Berry-caramel,Large,66,39,2574
2024-06-04,WaterStation,Gallon Round,New,78,150,11700
2024-06-04,WaterStation,Gallon Round,Refill,23,20,460
2024-06-04,WaterStation,Gallon Slim,New,64,150,9600
2024-06-04,WaterStation,Gallon Slim,Refill,72,20,1440
2024-06-04,WaterStation,350ml,New,34,150,5100
2024-06-04,WaterStation,500ml,New,45,150,6750
2024-06-05,Kkopi,Coffee,Solo,95,39,3705
2024-06-05,Kkopi,Milktea,Jumbo,34,49,1666
2024-06-05,Kkopi,Fruit Tea,Jumbo,95,49,4655
2024-06-05,Waffly,Chocolate,Regular,56,29,1624
2024-06-05,Waffly,Strawberry,Regular,16,29,464
2024-06-05,Waffly,Caramel,Regular,86,29,2494
2024-06-05,Waffly,Choco-berry,Regular,76,29,2204
2024-06-05,Waffly,Choco-caramel,Regular,3,29,87
2024-06-05,Waffly,Berry-caramel,Regular,26,29,754
2024-06-05,Waffly,Chocolate,Large,21,39,819
2024-06-05,Waffly,Strawberry,Large,60,39,2340
2024-06-05,Waffly,Caramel,Large,29,39,1131
2024-06-05,Waffly,Choco-berry,Large,57,39,2223
2024-06-05,Waffly,Choco-caramel,Large,21,39,819
2024-06-05,Waffly,Berry-caramel,Large,18,39,702
2024-06-05,WaterStation,Gallon Round,New,67,150,10050
2024-06-05,WaterStation,Gallon Round,Refill,37,20,740
2024-06-05,WaterStation,Gallon Slim,New,97,150,14550
2024-06-05,WaterStation,Gallon Slim,Refill,45,20,900
2024-06-05,WaterStation,350ml,New,27,150,4050
2024-06-05,WaterStation,500ml,New,38,150,5700
2024-06-06,Kkopi,Coffee,Solo,47,39,1833
2024-06-06,Kkopi,Milktea,Jumbo,65,49,3185
2024-06-06,Kkopi,Fruit Tea,Jumbo,18,49,882
2024-06-06,Waffly,Chocolate,Regular,10,29,290
2024-06-06,Waffly,Strawberry,Regular,34,29,986
2024-06-06,Waffly,Caramel,Regular,16,29,464
2024-06-06,Waffly,Choco-berry,Regular,97,29,2813
2024-06-06,Waffly,Choco-caramel,Regular,68,29,1972
2024-06-06,Waffly,Berry-caramel,Regular,98,29,2842
2024-06-06,Waffly,Chocolate,Large,74,39,2886
2024-06-06,Waffly,Strawberry,Large,35,39,1365
2024-06-06,Waffly,Caramel,Large,16,39,624
2024-06-06,Waffly,Choco-berry,Large,60,39,2340
2024-06-06,Waffly,Choco-caramel,Large,20,39,780
2024-06-06,Waffly,Berry-caramel,Large,23,39,897
2024-06-06,WaterStation,Gallon Round,New,20,150,3000
2024-06-06,WaterStation,Gallon Round,Refill,76,20,1520
2024-06-06,WaterStation,Gallon Slim,New,28,150,4200
2024-06-06,WaterStation,Gallon Slim,Refill,33,20,660
2024-06-06,WaterStation,350ml,New,100,150,15000
2024-06-06,WaterStation,500ml,New,39,150,5850
2024-06-07,Kkopi,Coffee,Solo,70,39,2730
2024-06-07,Kkopi,Milktea,Jumbo,43,49,2107
2024-06-07,Kkopi,Fruit Tea,Jumbo,36,49,1764
2024-06-07,Waffly,Chocolate,Regular,32,29,928
2024-06-07,Waffly,Strawberry,Regular,29,29,841
2024-06-07,Waffly,Caramel,Regular,66,29,1914
2024-06-07,Waffly,Choco-berry,Regular,66,29,1914
2024-06-07,Waffly,Choco-caramel,Regular,60,29,1740
2024-06-07,Waffly,Berry-caramel,Regular,62,29,1798
2024-06-07,Waffly,Chocolate,Large,31,39,1209
2024-06-07,Waffly,Strawberry,Large,56,39,2184
2024-06-07,Waffly,Caramel,Large,78,39,3042
2024-06-07,Waffly,Choco-berry,Large,89,39,3471
2024-06-07,Waffly,Choco-caramel,Large,78,39,3042
2024-06-07,Waffly,Berry-caramel,Large,93,39,3627
2024-06-07,WaterStation,Gallon Round,New,100,150,15000
2024-06-07,WaterStation,Gallon Round,Refill,64,20,1280
2024-06-07,WaterStation,Gallon Slim,New,15,150,2250
2024-06-07,WaterStation,Gallon Slim,Refill,7,20,140
2024-06-07,WaterStation,350ml,New,41,150,6150
2024-06-07,WaterStation,500ml,New,92,150,13800
2024-06-08,Kkopi,Coffee,Solo,73,39,2847
2024-06-08,Kkopi,Milktea,Jumbo,75,49,3675
2024-06-08,Kkopi,Fruit Tea,Jumbo,62,49,3038
2024-06-08,Waffly,Chocolate,Regular,13,29,377
2024-06-08,Waffly,Strawberry,Regular,57,29,1653
2024-06-08,Waffly,Caramel,Regular,80,29,2320
2024-06-08,Waffly,Choco-berry,Regular,88,29,2552
2024-06-08,Waffly,Choco-caramel,Regular,60,29,1740
2024-06-08,Waffly,Berry-caramel,Regular,75,29,2175
2024-06-08,Waffly,Chocolate,Large,23,39,897
2024-06-08,Waffly,Strawberry,Large,85,39,3315
2024-06-08,Waffly,Caramel,Large,27,39,1053
2024-06-08,Waffly,Choco-berry,Large,34,39,1326
2024-06-08,Waffly,Choco-caramel,Large,2,39,78
2024-06-08,Waffly,Berry-caramel,Large,30,39,1170
2024-06-08,WaterStation,Gallon Round,New,59,150,8850
2024-06-08,WaterStation,Gallon Round,Refill,92,20,1840
2024-06-08,WaterStation,Gallon Slim,New,31,150,4650
2024-06-08,WaterStation,Gallon Slim,Refill,24,20,480
2024-06-08,WaterStation,350ml,New,36,150,5400
2024-06-08,WaterStation,500ml,New,25,150,3750
2024-06-09,Kkopi,Coffee,Solo,54,39,2106
2024-06-09,Kkopi,Milktea,Jumbo,83,49,4067
2024-06-09,Kkopi,Fruit Tea,Jumbo,70,49,3430
2024-06-09,Waffly,Chocolate,Regular,99,29,2871
2024-06-09,Waffly,Strawberry,Regular,92,29,2668
2024-06-09,Waffly,Caramel,Regular,6,29,174
2024-06-09,Waffly,Choco-berry,Regular,49,29,1421
2024-06-09,Waffly,Choco-caramel,Regular,40,29,1160
2024-06-09,Waffly,Berry-caramel,Regular,70,29,2030
2024-06-09,Waffly,Chocolate,Large,62,39,2418
2024-06-09,Waffly,Strawberry,Large,63,39,2457
2024-06-09,Waffly,Caramel,Large,80,39,3120
2024-06-09,Waffly,Choco-berry,Large,23,39,897
2024-06-09,Waffly,Choco-caramel,Large,65,39,2535
2024-06-09,Waffly,Berry-caramel,Large,15,39,585
2024-06-09,WaterStation,Gallon Round,New,62,150,9300
2024-06-09,WaterStation,Gallon Round,Refill,12,20,240
2024-06-09,WaterStation,Gallon Slim,New,9,150,1350
2024-06-09,WaterStation,Gallon Slim,Refill,33,20,660
2024-06-09,WaterStation,350ml,New,83,150,12450
2024-06-09,WaterStation,500ml,New,20,150,3000
2024-06-10,Kkopi,Coffee,Solo,40,39,1560
2024-06-10,Kkopi,Milktea,Jumbo,17,49,833
2024-06-10,Kkopi,Fruit Tea,Jumbo,58,49,2842
2024-06-10,Waffly,Chocolate,Regular,8,29,232
2024-06-10,Waffly,Strawberry,Regular,37,29,1073
2024-06-10,Waffly,Caramel,Regular,44,29,1276
2024-06-10,Waffly,Choco-berry,Regular,94,29,2726
2024-06-10,Waffly,Choco-caramel,Regular,13,29,377
2024-06-10,Waffly,Berry-caramel,Regular,81,29,2349
2024-06-10,Waffly,Chocolate,Large,2,39,78
2024-06-10,Waffly,Strawberry,Large,4,39,156
2024-06-10,Waffly,Caramel,Large,95,39,3705
2024-06-10,Waffly,Choco-berry,Large,63,39,2457
2024-06-10,Waffly,Choco-caramel,Large,47,39,1833
2024-06-10,Waffly,Berry-caramel,Large,88,39,3432
2024-06-10,WaterStation,Gallon Round,New,19,150,2850
2024-06-10,WaterStation,Gallon Round,Refill,75,20,1500
2024-06-10,WaterStation,Gallon Slim,New,12,150,1800
2024-06-10,WaterStation,Gallon Slim,Refill,83,20,1660
2024-06-10,WaterStation,350ml,New,3,150,450
2024-06-10,WaterStation,500ml,New,28,150,4200
2024-06-11,Kkopi,Coffee,Solo,31,39,1209
2024-06-11,Kkopi,Milktea,Jumbo,57,49,2793
2024-06-11,Kkopi,Fruit Tea,Jumbo,18,49,882
2024-06-11,Waffly,Chocolate,Regular,68,29,1972
2024-06-11,Waffly,Strawberry,Regular,17,29,493
2024-06-11,Waffly,Caramel,Regular,31,29,899
2024-06-11,Waffly,Choco-berry,Regular,80,29,2320
2024-06-11,Waffly,Choco-caramel,Regular,57,29,1653
2024-06-11,Waffly,Berry-caramel,Regular,83,29,2407
2024-06-11,Waffly,Chocolate,Large,32,39,1248
2024-06-11,Waffly,Strawberry,Large,53,39,2067
2024-06-11,Waffly,Caramel,Large,24,39,936
2024-06-11,Waffly,Choco-berry,Large,32,39,1248
2024-06-11,Waffly,Choco-caramel,Large,81,39,3159
2024-06-11,Waffly,Berry-caramel,Large,62,39,2418
2024-06-11,WaterStation,Gallon Round,New,86,150,12900
2024-06-11,WaterStation,Gallon Round,Refill,14,20,280
2024-06-11,WaterStation,Gallon Slim,New,24,150,3600
2024-06-11,WaterStation,Gallon Slim,Refill,8,20,160
2024-06-11,WaterStation,350ml,New,25,150,3750
2024-06-11,WaterStation,500ml,New,92,150,13800
2024-06-12,Kkopi,Coffee,Solo,80,39,3120
2024-06-12,Kkopi,Milktea,Jumbo,70,49,3430
2024-06-12,Kkopi,Fruit Tea,Jumbo,91,49,4459
2024-06-12,Waffly,Chocolate,Regular,28,29,812
2024-06-12,Waffly,Strawberry,Regular,90,29,2610
2024-06-12,Waffly,Caramel,Regular,42,29,1218
2024-06-12,Waffly,Choco-berry,Regular,38,29,1102
2024-06-12,Waffly,Choco-caramel,Regular,53,29,1537
2024-06-12,Waffly,Berry-caramel,Regular,70,29,2030
2024-06-12,Waffly,Chocolate,Large,55,39,2145
2024-06-12,Waffly,Strawberry,Large,32,39,1248
2024-06-12,Waffly,Caramel,Large,39,39,1521
2024-06-12,Waffly,Choco-berry,Large,35,39,1365
2024-06-12,Waffly,Choco-caramel,Large,9,39,351
2024-06-12,Waffly,Berry-caramel,Large,60,39,2340
2024-06-12,WaterStation,Gallon Round,New,39,150,5850
2024-06-12,WaterStation,Gallon Round,Refill,19,20,380
2024-06-12,WaterStation,Gallon Slim,New,86,150,12900
2024-06-12,WaterStation,Gallon Slim,Refill,21,20,420
2024-06-12,WaterStation,350ml,New,40,150,6000
2024-06-12,WaterStation,500ml,New,87,150,13050
2024-06-13,Kkopi,Coffee,Solo,40,39,1560
2024-06-13,Kkopi,Milktea,Jumbo,60,49,2940
2024-06-13,Kkopi,Fruit Tea,Jumbo,17,49,833
2024-06-13,Waffly,Chocolate,Regular,6,29,174
2024-06-13,Waffly,Strawberry,Regular,11,29,319
2024-06-13,Waffly,Caramel,Regular,34,29,986
2024-06-13,Waffly,Choco-berry,Regular,5,29,145
2024-06-13,Waffly,Choco-caramel,Regular,21,29,609
2024-06-13,Waffly,Berry-caramel,Regular,67,29,1943
2024-06-13,Waffly,Chocolate,Large,7,39,273
2024-06-13,Waffly,Strawberry,Large,3,39,117
2024-06-13,Waffly,Caramel,Large,10,39,390
2024-06-13,Waffly,Choco-berry,Large,24,39,936
2024-06-13,Waffly,Choco-caramel,Large,89,39,3471
2024-06-13,Waffly,Berry-caramel,Large,38,39,1482
2024-06-13,WaterStation,Gallon Round,New,71,150,10650
2024-06-13,WaterStation,Gallon Round,Refill,89,20,1780
2024-06-13,WaterStation,Gallon Slim,New,78,150,11700
2024-06-13,WaterStation,Gallon Slim,Refill,38,20,760
2024-06-13,WaterStation,350ml,New,87,150,13050
2024-06-13,WaterStation,500ml,New,7,150,1050
2024-06-14,Kkopi,Coffee,Solo,42,39,1638
2024-06-14,Kkopi,Milktea,Jumbo,95,49,4655
2024-06-14,Kkopi,Fruit Tea,Jumbo,28,49,1372
2024-06-14,Waffly,Chocolate,Regular,39,29,1131
2024-06-14,Waffly,Strawberry,Regular,46,29,1334
2024-06-14,Waffly,Caramel,Regular,99,29,2871
2024-06-14,Waffly,Choco-berry,Regular,32,29,928
2024-06-14,Waffly,Choco-caramel,Regular,24,29,696
2024-06-14,Waffly,Berry-caramel,Regular,9,29,261
2024-06-14,Waffly,Chocolate,Large,82,39,3198
2024-06-14,Waffly,Strawberry,Large,24,39,936
2024-06-14,Waffly,Caramel,Large,98,39,3822
2024-06-14,Waffly,Choco-berry,Large,4,39,156
2024-06-14,Waffly,Choco-caramel,Large,34,39,1326
2024-06-14,Waffly,Berry-caramel,Large,76,39,2964
2024-06-14,WaterStation,Gallon Round,New,15,150,2250
2024-06-14,WaterStation,Gallon Round,Refill,33,20,660
2024-06-14,WaterStation,Gallon Slim,New,35,150,5250
2024-06-14,WaterStation,Gallon Slim,Refill,42,20,840
2024-06-14,WaterStation,350ml,New,83,150,12450
2024-06-14,WaterStation,500ml,New,18,150,2700
2024-06-15,Kkopi,Coffee,Solo,98,39,3822
2024-06-15,Kkopi,Milktea,Jumbo,5,49,245
2024-06-15,Kkopi,Fruit Tea,Jumbo,5,49,245
2024-06-15,Waffly,Chocolate,Regular,40,29,1160
2024-06-15,Waffly,Strawberry,Regular,2,29,58
2024-06-15,Waffly,Caramel,Regular,2,29,58
2024-06-15,Waffly,Choco-berry,Regular,2,29,58
2024-06-15,Waffly,Choco-caramel,Regular,82,29,2378
2024-06-15,Waffly,Berry-caramel,Regular,91,29,2639
2024-06-15,Waffly,Chocolate,Large,30,39,1170
2024-06-15,Waffly,Strawberry,Large,77,39,3003
2024-06-15,Waffly,Caramel,Large,95,39,3705
2024-06-15,Waffly,Choco-berry,Large,21,39,819
2024-06-15,Waffly,Choco-caramel,Large,5,39,195
2024-06-15,Waffly,Berry-caramel,Large,16,39,624
2024-06-15,WaterStation,Gallon Round,New,65,150,9750
2024-06-15,WaterStation,Gallon Round,Refill,65,20,1300
2024-06-15,WaterStation,Gallon Slim,New,50,150,7500
2024-06-15,WaterStation,Gallon Slim,Refill,77,20,1540
2024-06-15,WaterStation,350ml,New,23,150,3450
2024-06-15,WaterStation,500ml,New,58,150,8700
2024-06-16,Kkopi,Coffee,Solo,25,39,975
2024-06-16,Kkopi,Milktea,Jumbo,94,49,4606
2024-06-16,Kkopi,Fruit Tea,Jumbo,45,49,2205
2024-06-16,Waffly,Chocolate,Regular,68,29,1972
2024-06-16,Waffly,Strawberry,Regular,34,29,986
2024-06-16,Waffly,Caramel,Regular,76,29,2204
2024-06-16,Waffly,Choco-berry,Regular,46,29,1334
2024-06-16,Waffly,Choco-caramel,Regular,24,29,696
2024-06-16,Waffly,Berry-caramel,Regular,15,29,435
2024-06-16,Waffly,Chocolate,Large,27,39,1053
2024-06-16,Waffly,Strawberry,Large,44,39,1716
2024-06-16,Waffly,Caramel,Large,80,39,3120
2024-06-16,Waffly,Choco-berry,Large,59,39,2301
2024-06-16,Waffly,Choco-caramel,Large,39,39,1521
2024-06-16,Waffly,Berry-caramel,Large,51,39,1989
2024-06-16,WaterStation,Gallon Round,New,77,150,11550
2024-06-16,WaterStation,Gallon Round,Refill,46,20,920
2024-06-16,WaterStation,Gallon Slim,New,26,150,3900
2024-06-16,WaterStation,Gallon Slim,Refill,44,20,880
2024-06-16,WaterStation,350ml,New,11,150,1650
2024-06-16,WaterStation,500ml,New,37,150,5550
2024-06-17,Kkopi,Coffee,Solo,51,39,1989
2024-06-17,Kkopi,Milktea,Jumbo,92,49,4508
2024-06-17,Kkopi,Fruit Tea,Jumbo,98,49,4802
2024-06-17,Waffly,Chocolate,Regular,56,29,1624
2024-06-17,Waffly,Strawberry,Regular,43,29,1247
2024-06-17,Waffly,Caramel,Regular,37,29,1073
2024-06-17,Waffly,Choco-berry,Regular,48,29,1392
2024-06-17,Waffly,Choco-caramel,Regular,62,29,1798
2024-06-17,Waffly,Berry-caramel,Regular,90,29,2610
2024-06-17,Waffly,Chocolate,Large,73,39,2847
2024-06-17,Waffly,Strawberry,Large,51,39,1989
2024-06-17,Waffly,Caramel,Large,89,39,3471
2024-06-17,Waffly,Choco-berry,Large,87,39,3393
2024-06-17,Waffly,Choco-caramel,Large,50,39,1950
2024-06-17,Waffly,Berry-caramel,Large,68,39,2652
2024-06-17,WaterStation,Gallon Round,New,7,150,1050
2024-06-17,WaterStation,Gallon Round,Refill,40,20,800
2024-06-17,WaterStation,Gallon Slim,New,93,150,13950
2024-06-17,WaterStation,Gallon Slim,Refill,54,20,1080
2024-06-17,WaterStation,350ml,New,68,150,10200
2024-06-17,WaterStation,500ml,New,39,150,5850
2024-06-18,Kkopi,Coffee,Solo,86,39,3354
2024-06-18,Kkopi,Milktea,Jumbo,16,49,784
2024-06-18,Kkopi,Fruit Tea,Jumbo,26,49,1274
2024-06-18,Waffly,Chocolate,Regular,63,29,1827
2024-06-18,Waffly,Strawberry,Regular,95,29,2755
2024-06-18,Waffly,Caramel,Regular,2,29,58
2024-06-18,Waffly,Choco-berry,Regular,50,29,1450
2024-06-18,Waffly,Choco-caramel,Regular,28,29,812
2024-06-18,Waffly,Berry-caramel,Regular,39,29,1131
2024-06-18,Waffly,Chocolate,Large,30,39,1170
2024-06-18,Waffly,Strawberry,Large,43,39,1677
2024-06-18,Waffly,Caramel,Large,82,39,3198
2024-06-18,Waffly,Choco-berry,Large,66,39,2574
2024-06-18,Waffly,Choco-caramel,Large,94,39,3666
2024-06-18,Waffly,Berry-caramel,Large,86,39,3354
2024-06-18,WaterStation,Gallon Round,New,27,150,4050
2024-06-18,WaterStation,Gallon Round,Refill,62,20,1240
2024-06-18,WaterStation,Gallon Slim,New,25,150,3750
2024-06-18,WaterStation,Gallon Slim,Refill,63,20,1260
2024-06-18,WaterStation,350ml,New,25,150,3750
2024-06-18,WaterStation,500ml,New,3,150,450
2024-06-19,Kkopi,Coffee,Solo,40,39,1560
2024-06-19,Kkopi,Milktea,Jumbo,2,49,98
2024-06-19,Kkopi,Fruit Tea,Jumbo,40,49,1960
2024-06-19,Waffly,Chocolate,Regular,74,29,2146
2024-06-19,Waffly,Strawberry,Regular,94,29,2726
2024-06-19,Waffly,Caramel,Regular,31,29,899
2024-06-19,Waffly,Choco-berry,Regular,89,29,2581
2024-06-19,Waffly,Choco-caramel,Regular,13,29,377
2024-06-19,Waffly,Berry-caramel,Regular,76,29,2204
2024-06-19,Waffly,Chocolate,Large,37,39,1443
2024-06-19,Waffly,Strawberry,Large,20,39,780
2024-06-19,Waffly,Caramel,Large,98,39,3822
2024-06-19,Waffly,Choco-berry,Large,30,39,1170
2024-06-19,Waffly,Choco-caramel,Large,34,39,1326
2024-06-19,Waffly,Berry-caramel,Large,34,39,1326
2024-06-19,WaterStation,Gallon Round,New,80,150,12000
2024-06-19,WaterStation,Gallon Round,Refill,47,20,940
2024-06-19,WaterStation,Gallon Slim,New,76,150,11400
2024-06-19,WaterStation,Gallon Slim,Refill,81,20,1620
2024-06-19,WaterStation,350ml,New,34,150,5100
2024-06-19,WaterStation,500ml,New,24,150,3600
2024-06-20,Kkopi,Coffee,Solo,93,39,3627
2024-06-20,Kkopi,Milktea,Jumbo,78,49,3822
2024-06-20,Kkopi,Fruit Tea,Jumbo,67,49,3283
2024-06-20,Waffly,Chocolate,Regular,65,29,1885
2024-06-20,Waffly,Strawberry,Regular,51,29,1479
2024-06-20,Waffly,Caramel,Regular,88,29,2552
2024-06-20,Waffly,Choco-berry,Regular,8,29,232
2024-06-20,Waffly,Choco-caramel,Regular,70,29,2030
2024-06-20,Waffly,Berry-caramel,Regular,11,29,319
2024-06-20,Waffly,Chocolate,Large,87,39,3393
2024-06-20,Waffly,Strawberry,Large,57,39,2223
2024-06-20,Waffly,Caramel,Large,69,39,2691
2024-06-20,Waffly,Choco-berry,Large,80,39,3120
2024-06-20,Waffly,Choco-caramel,Large,59,39,2301
2024-06-20,Waffly,Berry-caramel,Large,68,39,2652
2024-06-20,WaterStation,Gallon Round,New,61,150,9150
2024-06-20,WaterStation,Gallon Round,Refill,22,20,440
2024-06-20,WaterStation,Gallon Slim,New,71,150,10650
2024-06-20,WaterStation,Gallon Slim,Refill,28,20,560
2024-06-20,WaterStation,350ml,New,54,150,8100
2024-06-20,WaterStation,500ml,New,46,150,6900
2024-06-21,Kkopi,Coffee,Solo,60,39,2340
2024-06-21,Kkopi,Milktea,Jumbo,96,49,4704
2024-06-21,Kkopi,Fruit Tea,Jumbo,11,49,539
2024-06-21,Waffly,Chocolate,Regular,79,29,2291
2024-06-21,Waffly,Strawberry,Regular,25,29,725
2024-06-21,Waffly,Caramel,Regular,95,29,2755
2024-06-21,Waffly,Choco-berry,Regular,17,29,493
2024-06-21,Waffly,Choco-caramel,Regular,40,29,1160
2024-06-21,Waffly,Berry-caramel,Regular,19,29,551
2024-06-21,Waffly,Chocolate,Large,36,39,1404
2024-06-21,Waffly,Strawberry,Large,89,39,3471
2024-06-21,Waffly,Caramel,Large,51,39,1989
2024-06-21,Waffly,Choco-berry,Large,17,39,663
2024-06-21,Waffly,Choco-caramel,Large,30,39,1170
2024-06-21,Waffly,Berry-caramel,Large,39,39,1521
2024-06-21,WaterStation,Gallon Round,New,42,150,6300
2024-06-21,WaterStation,Gallon Round,Refill,100,20,2000
2024-06-21,WaterStation,Gallon Slim,New,68,150,10200
2024-06-21,WaterStation,Gallon Slim,Refill,60,20,1200
2024-06-21,WaterStation,350ml,New,11,150,1650
2024-06-21,WaterStation,500ml,New,80,150,12000
2024-06-22,Kkopi,Coffee,Solo,16,39,624
2024-06-22,Kkopi,Milktea,Jumbo,3,49,147
2024-06-22,Kkopi,Fruit Tea,Jumbo,85,49,4165
2024-06-22,Waffly,Chocolate,Regular,5,29,145
2024-06-22,Waffly,Strawberry,Regular,99,29,2871
2024-06-22,Waffly,Caramel,Regular,47,29,1363
2024-06-22,Waffly,Choco-berry,Regular,51,29,1479
2024-06-22,Waffly,Choco-caramel,Regular,81,29,2349
2024-06-22,Waffly,Berry-caramel,Regular,23,29,667
2024-06-22,Waffly,Chocolate,Large,15,39,585
2024-06-22,Waffly,Strawberry,Large,20,39,780
2024-06-22,Waffly,Caramel,Large,8,39,312
2024-06-22,Waffly,Choco-berry,Large,11,39,429
2024-06-22,Waffly,Choco-caramel,Large,36,39,1404
2024-06-22,Waffly,Berry-caramel,Large,14,39,546
2024-06-22,WaterStation,Gallon Round,New,82,150,12300
2024-06-22,WaterStation,Gallon Round,Refill,86,20,1720
2024-06-22,WaterStation,Gallon Slim,New,99,150,14850
2024-06-22,WaterStation,Gallon Slim,Refill,92,20,1840
2024-06-22,WaterStation,350ml,New,7,150,1050
2024-06-22,WaterStation,500ml,New,73,150,10950
2024-06-23,Kkopi,Coffee,Solo,78,39,3042
2024-06-23,Kkopi,Milktea,Jumbo,14,49,686
2024-06-23,Kkopi,Fruit Tea,Jumbo,62,49,3038
2024-06-23,Waffly,Chocolate,Regular,3,29,87
2024-06-23,Waffly,Strawberry,Regular,25,29,725
2024-06-23,Waffly,Caramel,Regular,23,29,667
2024-06-23,Waffly,Choco-berry,Regular,38,29,1102
2024-06-23,Waffly,Choco-caramel,Regular,10,29,290
2024-06-23,Waffly,Berry-caramel,Regular,87,29,2523
2024-06-23,Waffly,Chocolate,Large,48,39,1872
2024-06-23,Waffly,Strawberry,Large,94,39,3666
2024-06-23,Waffly,Caramel,Large,99,39,3861
2024-06-23,Waffly,Choco-berry,Large,69,39,2691
2024-06-23,Waffly,Choco-caramel,Large,82,39,3198
2024-06-23,Waffly,Berry-caramel,Large,40,39,1560
2024-06-23,WaterStation,Gallon Round,New,22,150,3300
